TRANS_ID,PROD_KEY,STORE_KEY,TRANS_DT,TRANS_TIME,PRIORITY,SALES_QTY,SALES_PRICE,SALES_AMT,DISCOUNT,SALES_COST,SALES_MGRN,SHIPMODE,SHIP_COST
247266,995207,9013,8/5/2012,7,"""Medium""",15.2,6.48,89.75,0.05,178.2,-55.13,"""Regular Air""",6.57
247268,563334,9013,3/23/2010,12,"""High""",24.3,6.48,150.46,0,276.81,-101.85,"""Regular Air""",7.86
247270,156272,9013,11/19/2011,8,"""Low""",17,6.48,80,0.08,148.8,-38.72,"""Regular Air""",5.84
247272,982190,9013,9/21/2010,16,"""Critical""",16,39.24,531.89,0.06,621.91,162.83,"""Regular Air""",1.99
247274,721136,9013,12/12/2009,12,"""Critical""",16,4.28,57.66,0.04,123.19,-54.75,"""Regular Air""",5.68
247276,940550,9013,11/28/2009,17,"""Not Specified""",21.6,35.44,753.12,0.05,587.35,369.48,"""Regular Air""",5.09
247278,371815,9013,8/27/2009,15,"""Medium""",10.5,4.98,73.49,0.05,106.64,-31.99,"""Regular Air""",5.02
247280,852845,9013,10/1/2010,8,"""Not Specified""",15.4,11.29,196.77,0.03,282.17,-33.82,"""Regular Air""",5.03
247282,675603,9013,3/17/2012,16,"""Medium""",29.6,5.43,192.92,0.09,126.24,74.58,"""Regular Air""",0.95
247284,940550,9013,4/8/2009,15,"""Critical""",35.1,35.44,1086.02,0.05,819.19,562.92,"""Regular Air""",5.09
247286,905789,9013,9/20/2009,20,"""Medium""",3.5,48.91,202.13,0.02,211.67,32.86,"""Regular Air""",5.81
247288,523991,9013,7/24/2010,19,"""Medium""",21,7.1,151.86,0.1,203.67,-54.67,"""Express Air""",6.05
247290,584472,9013,10/15/2009,15,"""Low""",35,4.98,128.42,0.01,323.95,-149.66,"""Regular Air""",7.44
247292,653263,9013,1/31/2012,19,"""Medium""",39.6,6.48,209.9,0.03,545.89,-260.8,"""Express Air""",10.05
247294,1021964,9013,11/11/2012,7,"""Critical""",8.4,30.98,325.76,0.01,380.17,-8.42,"""Regular Air""",17.08
247296,904715,9013,1/10/2010,8,"""Medium""",12,6.68,79.06,0.1,127.06,-47,"""Regular Air""",6.92
247298,247078,9013,10/18/2011,12,"""High""",44.1,29.89,1148.26,0.02,978.64,485.95,"""Regular Air""",1.99
247300,655557,9013,12/28/2010,15,"""Critical""",33,6.54,195.09,0.02,270.91,-55.11,"""Regular Air""",5.27
247302,433913,9013,7/13/2012,9,"""Not Specified""",32.2,48.04,1865.78,0.02,1123.89,1085.93,"""Express Air""",7.23
247304,394308,9013,9/3/2011,20,"""High""",2,5.78,24.3,0.02,16.44,-4.9,"""Express Air""",8.09
247306,712459,9013,10/22/2009,9,"""High""",40.5,47.9,1677.36,0.03,1215.8,939.67,"""Regular Air""",5.86
247308,102789,9013,5/11/2009,12,"""Low""",25.6,6.48,227.87,0.02,337.95,-130.61,"""Regular Air""",8.4
247310,1010521,9013,12/4/2010,11,"""Critical""",33.6,4.76,137.27,0.07,128.2,71.65,"""Regular Air""",0.88
247312,1022569,9013,3/7/2012,7,"""Low""",22.5,6.68,133.78,0.05,210.12,-43.17,"""Regular Air""",5.41
247314,236787,9013,6/29/2009,9,"""Medium""",27.2,8.37,199.54,0.08,496.04,-211.54,"""Regular Air""",10.16
247316,50374,9013,8/31/2011,17,"""High""",2.7,12.28,39.67,0.07,45.15,-8.38,"""Express Air""",6.47
247318,153113,9013,10/7/2009,17,"""Not Specified""",47,19.98,832.77,0.04,681.71,257.31,"""Regular Air""",5.77
247320,414906,9013,2/2/2010,14,"""Not Specified""",17.1,5.98,101.22,0.03,186.97,-73.38,"""Regular Air""",7.5
247322,352478,9013,1/28/2009,14,"""Low""",30.6,5.18,143.99,0.03,278.36,-102.27,"""Regular Air""",5.74
247324,1010521,9013,5/17/2012,17,"""Not Specified""",3.5,4.76,15.93,0.09,24.16,-0.45,"""Regular Air""",0.88
247326,345717,9013,9/15/2011,15,"""High""",26.6,6.48,182.97,0.05,418.54,-172.35,"""Regular Air""",8.74
247328,414906,9013,6/25/2010,11,"""Low""",18.2,5.98,157.88,0,249.21,-93.73,"""Regular Air""",7.5
247330,570116,9013,5/20/2011,9,"""Not Specified""",37,6.68,206.83,0.05,363.48,-116.37,"""Regular Air""",7.3
247332,985033,9013,7/4/2009,16,"""Low""",12.6,55.98,748.84,0.09,496.93,286.7,"""Regular Air""",4.86
247334,827242,9013,9/7/2009,10,"""Not Specified""",12.8,6.08,67.13,0.07,77.64,19.57,"""Regular Air""",0.91
247336,958232,9013,7/17/2009,20,"""Medium""",7.2,115.79,847.44,0.05,974.46,67.6,"""Regular Air""",1.99
247338,905789,9013,7/31/2012,11,"""Critical""",17,48.91,656.94,0.04,522.8,308.63,"""Express Air""",5.81
247340,655557,9013,5/20/2010,9,"""Low""",8,6.54,57.72,0.1,94.27,-28.97,"""Regular Air""",5.27
247342,994750,9013,2/22/2010,7,"""Critical""",1,4.98,17.96,0.05,1.68,3.25,"""Express Air""",4.86
247344,500519,9013,8/3/2010,14,"""High""",19.8,5.34,86.77,0.01,115.05,2.42,"""Regular Air""",2.99
247346,552704,9013,4/30/2011,15,"""Critical""",17.6,5.78,95.37,0.03,223.35,-96.22,"""Regular Air""",7.96
247348,723460,9013,11/18/2011,8,"""Medium""",19.6,6.48,136.58,0.04,310.82,-129.42,"""Regular Air""",8.73
247350,196575,9013,3/10/2011,17,"""Medium""",24.8,55.98,1474.38,0.1,1264.06,471.22,"""Regular Air""",13.88
247352,641174,9013,6/5/2011,8,"""Not Specified""",35.2,179.99,4803.57,0.05,6080.31,1839.2,"""Express Air""",13.99
247354,352478,9013,4/13/2011,15,"""Critical""",34.4,5.18,189.59,0.08,368.38,-145.72,"""Regular Air""",5.74
247356,852845,9013,10/4/2012,13,"""Critical""",24.8,11.29,297.34,0.03,363.28,-13.32,"""Regular Air""",5.03
247358,177660,9013,8/20/2011,13,"""Medium""",24,9.99,245.54,0.05,286.19,13.46,"""Regular Air""",5.12
247360,500519,9013,9/8/2009,16,"""Low""",30.4,5.34,212.57,0.09,193.34,9.49,"""Express Air""",2.99
247362,363937,9013,4/25/2010,15,"""High""",31.2,8.17,222.8,0.08,203.6,114.95,"""Regular Air""",1.69
247364,690859,9013,4/8/2012,10,"""Not Specified""",49,99.99,3974.8,0,3858.23,1041.28,"""Regular Air""",19.99
247366,598592,9013,8/15/2011,13,"""High""",34.2,6.68,236.61,0.06,295.76,-41.98,"""Regular Air""",5.2
247368,620362,9013,3/13/2009,13,"""Medium""",19,6.48,110.79,0.06,198.5,-75.44,"""Regular Air""",7.37
247370,165314,9013,8/27/2009,20,"""High""",45,6.68,343,0,410.94,-76.94,"""Regular Air""",5.66
247372,59843,9013,2/19/2009,10,"""High""",37,4.28,126.9,0.05,262.88,-104.57,"""Regular Air""",5.17
247374,50374,9013,12/11/2009,16,"""High""",25,12.28,234.3,0.01,275.25,31.74,"""Regular Air""",6.47
247376,632804,9013,11/19/2011,20,"""Low""",50,49.99,2103.33,0.1,2536.59,-37.19,"""Regular Air""",19.99
247378,253064,9013,3/1/2010,19,"""Medium""",5.6,22.84,144.63,0.05,162.58,20.09,"""Regular Air""",5.47
247380,484348,9013,2/6/2011,7,"""Critical""",31,5.98,152.05,0.06,247.22,-61.9,"""Regular Air""",5.35
247382,47324,9013,6/25/2010,14,"""Medium""",7.2,4.28,34.4,0.05,56.75,-22.56,"""Express Air""",6.18
247384,1031199,9013,11/7/2012,19,"""Not Specified""",26.6,5.28,212.12,0.02,294.4,-93.78,"""Regular Air""",5.66
247386,317100,9013,5/7/2010,15,"""Medium""",2.4,4.28,15.24,0.04,27.61,-14.81,"""Regular Air""",6.72
247388,675603,9013,6/5/2011,13,"""Low""",43.2,5.43,269.93,0.05,140.95,119.64,"""Express Air""",0.95
247390,79826,9013,3/5/2011,20,"""High""",34,9.27,214.41,0.07,296.38,18.73,"""Regular Air""",4.39
247392,191428,9013,12/15/2011,19,"""High""",31.2,5.28,161.85,0,385.88,-179.96,"""Express Air""",8.16
247394,265285,9013,8/24/2010,13,"""Critical""",35,6.48,210.05,0.06,424.13,-197.39,"""Regular Air""",9.54
247396,99546,9013,1/9/2011,9,"""Medium""",32,5.28,177.39,0.09,223.99,-12.88,"""Regular Air""",2.99
247398,690859,9013,2/24/2011,12,"""High""",17.5,99.99,1699.08,0.1,2271.98,227.67,"""Regular Air""",19.99
247400,632804,9013,1/31/2009,19,"""Low""",32.2,49.99,1750.45,0.1,2265.67,33.77,"""Express Air""",19.99
247402,854031,9013,7/17/2010,12,"""High""",39.2,125.99,5610.61,0.01,4132.63,2040.87,"""Regular Air""",2.5
247404,165314,9013,2/7/2009,20,"""Medium""",46,6.68,288.84,0.05,373.71,-66.48,"""Regular Air""",5.66
247406,653263,9013,3/18/2012,14,"""Critical""",46,6.48,196.7,0.1,589.57,-291.59,"""Regular Air""",10.05
247408,781122,9013,3/30/2012,19,"""Critical""",9.9,65.99,566.63,0.04,845.94,-120.09,"""Regular Air""",8.99
247410,317100,9013,3/8/2011,10,"""Critical""",3.6,4.28,16.26,0.09,36.09,-19.06,"""Regular Air""",6.72
247412,937092,9013,6/5/2011,16,"""High""",13.5,22.24,233.31,0.03,262.53,71.04,"""Regular Air""",1.99
247414,87058,9013,2/23/2010,18,"""Low""",36.9,9.99,350.93,0.01,350.72,58.86,"""Regular Air""",4.78
247416,50374,9013,9/15/2012,15,"""High""",12,12.28,145.9,0.04,143.41,3.91,"""Express Air""",6.47
247418,317100,9013,3/7/2010,12,"""Not Specified""",14.4,4.28,74.13,0.08,137.74,-69.34,"""Regular Air""",6.72
247420,762620,9013,3/7/2010,15,"""Not Specified""",36,4.28,156.02,0.09,341.38,-148.87,"""Regular Air""",5.74
247422,239066,9013,3/19/2011,19,"""Critical""",21.7,4.98,110.45,0.09,250.21,-95.92,"""Regular Air""",6.07
245384,1064589,9013,8/24/2011,17,"""Low""",26.4,95.99,2784.38,0.07,4018.31,-850.71,"""Express Air""",35
245386,105743,9013,2/22/2009,11,"""Not Specified""",28,442.14,17190.41,0,10845.65,6839.95,"""Delivery Truck""",14.7
245388,465557,9013,8/25/2011,17,"""High""",1.8,11.48,29.31,0,35.74,-12.78,"""Regular Air""",5.43
245390,484548,9013,2/3/2011,8,"""Not Specified""",31.5,37.74,1194.83,0.05,949.57,371.28,"""Express Air""",2.9
245392,255922,9013,5/25/2009,19,"""Low""",43.2,30.56,1444,0.08,849.74,617.06,"""Regular Air""",2.99
245394,1029916,9013,7/31/2009,17,"""Low""",7.2,2.16,21.93,0.09,54.98,-37.79,"""Regular Air""",6.05
245396,688400,9013,12/10/2012,14,"""Not Specified""",9.8,1.14,14.67,0,13.15,2.81,"""Express Air""",0.7
245398,967595,9013,4/11/2011,9,"""Medium""",35.2,65.99,1710.34,0.01,2313.23,590.32,"""Regular Air""",3.99
245400,331004,9013,7/26/2009,8,"""Low""",16.2,16.74,203.05,0.07,415.45,-114.2,"""Regular Air""",7.04
245402,991431,9013,11/17/2010,10,"""Not Specified""",16.1,9.49,174.63,0.09,250.61,-32.43,"""Regular Air""",5.76
245404,639545,9013,3/24/2009,17,"""Critical""",15,90.48,1109.35,0.05,994.15,363,"""Regular Air""",19.99
245406,468265,9013,7/3/2009,17,"""Low""",35.2,10.06,355.62,0.02,281.49,161.13,"""Regular Air""",2.06
245408,853927,9013,12/2/2010,8,"""Low""",16.8,2.84,43.23,0,55.3,4.34,"""Regular Air""",0.93
245410,967595,9013,8/4/2010,9,"""Medium""",11.2,65.99,625.96,0.06,935.2,-11.4,"""Regular Air""",3.99
245412,452225,9013,9/5/2010,19,"""Not Specified""",4.8,12.99,81.68,0.02,104.31,-26.39,"""Regular Air""",14.37
245414,698263,9013,12/12/2009,13,"""Medium""",32.8,140.98,5572.92,0.07,6419.58,-639.47,"""Delivery Truck""",36.09
245416,161867,9013,9/24/2012,12,"""Low""",29.7,125.99,2569.8,0.02,3162.56,995.09,"""Regular Air""",8.99
245418,639545,9013,6/20/2011,8,"""Not Specified""",13.5,90.48,973.34,0.01,990.39,366.8,"""Regular Air""",19.99
245420,991431,9013,5/22/2011,10,"""High""",36.8,9.49,287.3,0.1,491.02,-54.58,"""Regular Air""",5.76
245422,797793,9013,11/5/2011,12,"""High""",43.2,12.28,617.26,0.04,626.92,-37.52,"""Regular Air""",6.13
245424,37176,9013,11/5/2011,12,"""High""",45,349.45,10483.99,0.03,10098.8,5626.42,"""Delivery Truck""",60
245426,459865,9013,9/9/2010,9,"""Not Specified""",1.8,7.31,15.04,0.02,20.72,-6.12,"""Regular Air""",0.49
245428,272408,9013,11/26/2011,10,"""Low""",16,4.24,61.28,0.01,116.34,-48.51,"""Regular Air""",5.41
245430,717095,9013,5/19/2011,17,"""Medium""",4,9.93,32.02,0.02,40.98,-1.28,"""Regular Air""",1.09
245432,523179,9013,4/15/2010,9,"""Critical""",16,6.7,127.16,0.09,121.03,12.88,"""Regular Air""",1.56
245434,285357,9013,9/13/2011,18,"""Not Specified""",12.6,110.98,1415.86,0.05,2155.22,-157.63,"""Delivery Truck""",30
245436,453581,9013,10/2/2009,19,"""Not Specified""",18.9,19.99,566.12,0.03,559.03,-19.33,"""Regular Air""",11.17
245438,1057069,9013,11/27/2011,14,"""Not Specified""",0.9,7.96,10.19,0.05,19.3,-11.39,"""Regular Air""",4.95
245440,845743,9013,3/16/2009,16,"""Medium""",12.6,15.57,169.5,0.1,139.43,78.45,"""Regular Air""",1.39
245442,751161,9013,12/12/2012,18,"""Not Specified""",28,880.98,21952.04,0.04,34279.31,-9611.91,"""Delivery Truck""",44.55
245444,37176,9013,12/13/2010,16,"""Critical""",18.2,349.45,8303.09,0.03,7429.21,1656.46,"""Delivery Truck""",60
245446,738097,9013,3/27/2009,13,"""Medium""",46,213.45,6512.94,0.08,7837.45,1981.17,"""Delivery Truck""",14.7
245448,668688,9013,9/18/2009,8,"""High""",22.4,26.17,591.95,0.01,362.52,370.23,"""Regular Air""",1.39
245450,538394,9013,12/24/2010,13,"""Not Specified""",12.8,195.99,1921.05,0.01,2934.8,201.03,"""Regular Air""",8.99
245452,37176,9013,4/9/2009,18,"""High""",20.3,349.45,9558.65,0.09,7979.89,2154.07,"""Delivery Truck""",60
245454,200147,9013,1/1/2010,16,"""Medium""",4.2,204.1,1073.79,0.09,1364.01,-139.5,"""Express Air""",13.99
245456,760927,9013,4/9/2009,15,"""High""",26,40.98,795.42,0.09,1192.5,-127.11,"""Express Air""",6.5
245458,612619,9013,12/14/2009,10,"""Low""",2.1,107.53,272.12,0.09,32.19,290.31,"""Regular Air""",5.81
245460,287133,9013,3/24/2010,20,"""Low""",30.4,99.99,3138.37,0.04,2936.01,863.57,"""Regular Air""",19.99
245462,797793,9013,1/24/2012,7,"""Low""",16.8,12.28,212.04,0.05,331.43,-36.76,"""Regular Air""",6.13
245464,845612,9013,3/27/2010,9,"""High""",42,48.91,2040.95,0.07,3286.02,-1231.87,"""Regular Air""",35
245466,465557,9013,1/20/2012,18,"""High""",17.1,11.48,145.8,0.07,214.42,3.63,"""Regular Air""",5.43
245468,444836,9013,1/15/2009,19,"""Low""",47,6.35,296.13,0.04,179.32,119.09,"""Regular Air""",1.02
245470,219708,9013,8/27/2012,19,"""Medium""",31,10.01,263.86,0.08,246.01,64.22,"""Regular Air""",1.99
245472,572974,9013,1/6/2009,11,"""Low""",6,20.34,159.05,0.05,275.45,-153.46,"""Regular Air""",35
245474,409791,9013,6/2/2012,13,"""Low""",42.3,279.81,10055.45,0.1,9990.34,3160.63,"""Delivery Truck""",23.19
245476,200147,9013,6/2/2012,11,"""Low""",31.2,204.1,7338.79,0.03,3928.25,4031.62,"""Regular Air""",13.99
245478,864079,9013,4/7/2010,9,"""Medium""",20.3,10.98,207.86,0.08,343.75,-25.41,"""Regular Air""",3.99
245480,992059,9013,4/9/2009,12,"""Medium""",24,125.99,2557.6,0.07,3176.17,603.46,"""Regular Air""",7.69
245482,399912,9013,1/19/2012,10,"""Critical""",50,145.45,5302.84,0.1,6190.75,1081.65,"""Delivery Truck""",17.85
245484,272408,9013,10/9/2010,10,"""High""",22,4.24,96.75,0.04,166.15,-72.91,"""Regular Air""",5.41
245486,910598,9013,4/11/2011,13,"""Critical""",17.5,42.76,902.42,0.01,812.69,256.3,"""Regular Air""",6.22
245488,255922,9013,4/11/2009,9,"""Medium""",30.8,30.56,1185.61,0.03,788.68,555.93,"""Regular Air""",2.99
245490,805551,9013,4/10/2010,20,"""Not Specified""",6.4,22.98,165.66,0.04,108.17,75.63,"""Regular Air""",7.58
245492,688400,9013,2/2/2009,12,"""Low""",26.6,1.14,35.88,0.02,43.79,-0.49,"""Regular Air""",0.7
245494,805551,9013,11/1/2012,16,"""Critical""",45,22.98,1103.73,0,844.82,189.28,"""Regular Air""",7.58
245496,802024,9013,7/28/2012,19,"""Low""",27.3,70.71,2385.69,0.08,3582.04,-824.43,"""Regular Air""",37.58
245498,452225,9013,1/11/2009,7,"""Not Specified""",44,12.99,574.5,0.02,1020.58,-449.04,"""Regular Air""",14.37
245500,492902,9013,11/17/2012,15,"""Not Specified""",38.4,14.03,502.66,0.09,899.97,-226.62,"""Regular Air""",9.37
245502,945963,9013,3/26/2012,12,"""Medium""",10.4,20.98,324.83,0.05,699.23,-426.54,"""Delivery Truck""",45
245504,573539,9013,9/10/2011,10,"""High""",29.6,34.58,852.66,0.1,1179.57,99.79,"""Regular Air""",8.99
245506,485887,9013,9/10/2011,11,"""High""",4.5,105.98,522.06,0.06,210.2,319.64,"""Regular Air""",13.99
245508,389962,9013,1/15/2012,16,"""Medium""",43.2,35.44,1109.92,0.08,1068.91,632.13,"""Regular Air""",4.92
245510,123797,9013,8/10/2010,13,"""High""",33.6,125.99,4068.73,0.03,4680.8,1366.69,"""Regular Air""",8.08
245512,250373,9013,7/23/2010,16,"""Critical""",23.1,13.99,308.16,0.09,499.52,-37.94,"""Regular Air""",7.51
245514,587889,9013,9/23/2009,12,"""Critical""",15,279.48,3210.06,0.05,4617.29,-425.14,"""Express Air""",35
245516,967842,9013,1/17/2009,7,"""Medium""",19.2,328.14,6297.53,0.05,7333.84,541.47,"""Delivery Truck""",91.05
245518,575546,9013,12/1/2010,17,"""High""",37.8,5.84,242.8,0.07,149.3,95.91,"""Regular Air""",1
245520,410393,9013,8/20/2011,17,"""Medium""",4.2,19.98,115.7,0,127.72,-7.84,"""Regular Air""",8.68
245522,945371,9013,8/7/2011,20,"""High""",33.6,8.67,385.99,0.09,456.79,-40.72,"""Regular Air""",3.5
245524,607882,9013,11/18/2012,9,"""High""",28,11.97,467.5,0.08,512.06,-33.34,"""Regular Air""",4.98
245526,272408,9013,10/19/2009,13,"""Low""",14.4,4.24,76.85,0.1,140.3,-64.08,"""Regular Air""",5.41
245528,612619,9013,2/21/2011,8,"""Critical""",15.2,107.53,1505.74,0.09,1706.72,336.26,"""Express Air""",5.81
245530,953470,9013,7/10/2011,13,"""Low""",23.1,160.98,5094.97,0,4256.87,1055.47,"""Delivery Truck""",30
245532,538394,9013,4/16/2011,17,"""Medium""",25.6,195.99,3953.42,0.1,5566.69,704.89,"""Regular Air""",8.99
245534,154899,9013,5/12/2009,12,"""Medium""",7,3.58,32.08,0.05,36.46,-0.71,"""Regular Air""",1.63
245536,625704,9013,12/12/2010,15,"""High""",29.7,21.98,713.7,0.02,549.23,176.09,"""Regular Air""",2.87
245538,608341,9013,9/30/2010,12,"""Critical""",26.6,180.98,6900.13,0.01,6324.26,552.97,"""Delivery Truck""",23.58
245540,914855,9013,4/3/2011,13,"""Low""",32.9,2.08,91.43,0.08,120.58,-22.9,"""Regular Air""",1.49
245542,1023942,9013,10/22/2011,18,"""Low""",29.4,10.31,348.19,0.08,258.05,174.89,"""Express Air""",1.79
245544,389962,9013,2/6/2010,11,"""Not Specified""",14.7,35.44,680.94,0,444.65,299.59,"""Regular Air""",4.92
245546,866383,9013,10/20/2010,15,"""Low""",24.3,3.93,113.3,0.02,68.76,37.33,"""Regular Air""",0.99
245548,990083,9013,5/21/2009,20,"""High""",36,4.98,174.62,0.03,118.82,80.35,"""Regular Air""",0.8
245550,977308,9013,9/29/2009,14,"""High""",9.9,65.99,578.62,0.01,844.68,-118.8,"""Regular Air""",8.99
245552,1029403,9013,4/23/2011,14,"""Medium""",45,6.78,325.8,0.03,389.92,-84.85,"""Regular Air""",6.18
245554,990083,9013,12/5/2011,18,"""High""",10.4,4.98,60.15,0,41.58,23.16,"""Regular Air""",0.8
245556,455572,9013,11/28/2009,20,"""High""",16,43.57,835.48,0.06,929.47,-58.13,"""Regular Air""",16.36
245558,148598,9013,10/20/2011,9,"""Critical""",14.4,6.47,111.9,0.01,65.48,38.03,"""Regular Air""",1.22
245560,394339,9013,1/18/2010,10,"""High""",2.1,3502.14,8304.27,0.05,18895.84,-8389.47,"""Delivery Truck""",8.73
245562,573539,9013,1/18/2010,7,"""High""",25,34.58,598.43,0.05,787.58,76.87,"""Regular Air""",8.99
245564,217562,9013,1/18/2010,18,"""High""",25.6,12.21,272.99,0.07,405.63,-14.98,"""Regular Air""",4.81
245566,390796,9013,5/8/2009,13,"""Not Specified""",1.6,29.34,51.83,0.03,99.97,-41.32,"""Regular Air""",7.87
245568,984757,9013,8/27/2012,10,"""Medium""",14,155.99,1294.72,0.06,2121.64,62.16,"""Regular Air""",8.99
245570,334736,9013,7/12/2011,16,"""Medium""",7.2,7.64,75.28,0,85.98,-17.22,"""Regular Air""",5.83
245572,181963,9013,1/29/2011,9,"""Critical""",9.6,70.97,849.51,0.05,688.49,163.1,"""Regular Air""",3.5
245574,334736,9013,11/29/2011,8,"""Medium""",6.3,7.64,53.16,0.01,85.31,-16.56,"""Regular Air""",5.83
245576,798361,9013,4/27/2012,13,"""Critical""",0.9,37.44,30.73,0.02,52.45,-15.03,"""Regular Air""",4.27
245578,269814,9013,8/21/2010,15,"""Critical""",22.4,18.99,394.16,0.1,494.61,112.97,"""Regular Air""",5.23
245580,485887,9013,1/31/2011,18,"""High""",2.4,105.98,252.22,0.08,39.26,278.6,"""Regular Air""",13.99
245582,945371,9013,2/1/2010,16,"""High""",3.2,8.67,26.41,0.06,48.34,-13.72,"""Regular Air""",3.5
245584,334736,9013,11/1/2011,20,"""Not Specified""",21.7,7.64,233.2,0.04,284.87,-48.07,"""Regular Air""",5.83
245586,515534,9013,1/11/2010,18,"""High""",38.4,517.48,22780.8,0.01,16050.22,8788.81,"""Delivery Truck""",16.63
245588,928702,9013,1/24/2011,14,"""Medium""",18,4.82,62.99,0,67.8,18.96,"""Regular Air""",1.49
245590,637817,9013,9/12/2010,17,"""Low""",13.3,999.99,20329.8,0,9775.71,9224.1,"""Regular Air""",13.99
245592,410393,9013,5/17/2012,12,"""High""",40,19.98,822.13,0,814.93,184.07,"""Regular Air""",8.68
245594,325508,9013,5/17/2012,9,"""High""",21,10.48,301.38,0.06,309.26,5.08,"""Regular Air""",2.89
245596,1030475,9013,11/10/2012,16,"""Critical""",12,114.98,1378.12,0.05,2124.32,-399.67,"""Delivery Truck""",51.42
245598,119069,9013,7/30/2011,18,"""High""",28.7,264.98,8056.87,0.1,8886.39,1977.69,"""Delivery Truck""",17.86
245600,957535,9013,11/7/2010,12,"""Medium""",16.1,3.52,82.12,0.07,202.48,-121.59,"""Regular Air""",6.83
245602,952554,9013,9/4/2009,12,"""Not Specified""",34.4,286.85,7601.3,0.07,13020.93,-686.45,"""Delivery Truck""",61.76
245604,985540,9013,10/13/2012,20,"""Not Specified""",33.3,4.91,191.36,0.05,263.71,-82.09,"""Regular Air""",4.97
245606,639545,9013,1/21/2012,16,"""Medium""",14.4,90.48,1399.08,0,973.02,474.66,"""Regular Air""",19.99
245608,250373,9013,11/10/2009,17,"""High""",17.5,13.99,308.57,0.06,382.11,-32.42,"""Regular Air""",7.51
245610,381085,9013,4/20/2010,15,"""Critical""",32.8,45.98,1496.9,0.01,1538.74,346.43,"""Regular Air""",4.8
245612,161867,9013,3/12/2010,13,"""Not Specified""",16.8,125.99,1748.76,0.1,2377.68,268.01,"""Regular Air""",8.99
245614,545992,9013,11/18/2011,13,"""High""",42,9.74,321.1,0.07,395.7,13.31,"""Regular Air""",5.71
245616,112938,9013,7/12/2011,15,"""Not Specified""",30.6,2.98,81.87,0.01,131.7,-30.39,"""Regular Air""",2.03
245618,468265,9013,8/6/2009,7,"""High""",8.4,10.06,115.45,0.07,97.12,23.53,"""Regular Air""",2.06
245620,203328,9013,12/12/2011,20,"""Medium""",17.6,16.91,255.28,0.06,394.36,-22.4,"""Express Air""",6.25
245622,671330,9013,7/10/2011,7,"""High""",27,195.99,3476.03,0.08,4680.65,1198.97,"""Regular Air""",3.99
245624,131747,9013,5/24/2010,7,"""Low""",4.2,14.48,57.9,0.08,116.51,-29.71,"""Regular Air""",1.99
245626,545992,9013,9/2/2011,10,"""High""",36,9.74,256.81,0.1,391.29,-1.79,"""Regular Air""",5.71
245628,795486,9013,12/20/2012,8,"""High""",37.8,101.41,3418.68,0.07,5151.18,-892.03,"""Regular Air""",35
245630,209997,9013,8/28/2012,13,"""High""",16.1,5.68,97.76,0.02,83.93,46.69,"""Regular Air""",1.39
245632,575546,9013,4/23/2012,13,"""Medium""",30,5.84,124.05,0.06,106.18,68.96,"""Regular Air""",1
245634,455572,9013,10/7/2012,20,"""High""",30.4,43.57,1610.76,0.1,1664.23,-8.67,"""Regular Air""",16.36
245636,203328,9013,11/23/2009,18,"""Low""",25.2,16.91,515.16,0.07,648.19,-39.5,"""Regular Air""",6.25
245638,79342,9013,12/1/2010,13,"""Critical""",29.7,370.98,10068.95,0,11622.63,619.71,"""Delivery Truck""",99
245640,455222,9013,5/17/2012,15,"""Medium""",36.8,37.94,1542.62,0.04,1003.93,741.27,"""Regular Air""",5.08
245642,299699,9013,9/8/2011,15,"""High""",18.9,225.02,3803.26,0,4425.54,299.88,"""Delivery Truck""",28.66
245644,389962,9013,8/18/2012,11,"""Low""",44,35.44,1105.69,0.01,859.71,699.64,"""Regular Air""",4.92
245646,957636,9013,5/13/2009,17,"""Medium""",4.8,11.58,75.19,0.01,76.08,-6.61,"""Regular Air""",5.72
245648,717095,9013,3/13/2010,15,"""Medium""",34,9.93,234.26,0.05,205.01,132.56,"""Regular Air""",1.09
245650,468265,9013,11/22/2009,12,"""High""",24.3,10.06,207.78,0.07,193.5,78.05,"""Regular Air""",2.06
245652,942547,9013,7/3/2010,10,"""Medium""",47,7.08,304.83,0.1,308.84,23.82,"""Regular Air""",2.35
245654,717095,9013,7/3/2009,9,"""High""",34.2,9.93,335.76,0.07,227.74,149.53,"""Regular Air""",1.09
245656,462054,9013,9/17/2010,16,"""Low""",13.5,64.65,926.3,0.09,1473.46,-503.8,"""Regular Air""",35
245658,957636,9013,8/16/2009,18,"""Low""",1.6,11.58,23.25,0.1,39.21,-16.15,"""Regular Air""",6.97
245660,724251,9013,9/12/2010,10,"""Low""",16.8,170.98,3316.84,0,2549.96,1040.62,"""Express Air""",13.99
245662,112938,9013,7/28/2010,13,"""Low""",4.5,2.98,13.65,0.03,22.41,-7.54,"""Regular Air""",2.03
245664,455222,9013,1/5/2011,13,"""Critical""",11.2,37.94,496.87,0,327.92,203.24,"""Express Air""",5.08
245666,242881,9013,6/15/2010,15,"""Low""",0.8,167.27,136.53,0.08,316.6,-149.41,"""Regular Air""",35
245668,905242,9013,3/4/2011,20,"""Critical""",43,130.98,4435.99,0.04,9036.34,-3404.24,"""Delivery Truck""",130
245670,905242,9013,6/17/2011,13,"""Critical""",36,130.98,4738.03,0.03,5523.23,-284.06,"""Delivery Truck""",30
245672,251563,9013,12/12/2012,14,"""Not Specified""",21.6,180.98,3967.44,0.04,4014.2,329.28,"""Delivery Truck""",30
